7 лет ИТЛ, отбыв.: Севвостлаг Магаданской обл., освоб. 29.04.1943;1
7 лет ИТЛ, отбыв.: Севвостдаг Магадан.обл., освоб. 23.04.1943;1
7 лет ИТЛ, отбыв.: Свирский ИТЛ;1
7 лет ИТЛ, отбыв.: Речной лагкрь г.Воркута Коми АССР;1
7 лет ИТЛ, отбыв.: Севжелдорлаг п.Железнодорожный Коми АССР, освоб. 10.11.1951;1
7 лет ИТЛ, отбыв.: Полоцкая тюрьма, освоб. 29.10.1939;1
7 лет ИТЛ, отбыв.: Сиблаг;1
7 лет ИТЛ, отбыв.: Сиблаг, умер 19.08.1939, в ИТЛ;1
7 лет ИТЛ, отбыв.: Ухтижемлаг, освоб. 28.05.1948;1
7 лет ИТЛ, отбыв.: Усольлаг;1
7 лет ИТЛ, отбыв.: Унжлаг, умерла 08.02.1949, в ИТЛ;1
7 лет ИТЛ, отбыв.: Унжлаг, умер 23.10.1942;1
7 лет ИТЛ, отбыв.: Унжлаг МВД, освоб. 17.07.1951;1
7 лет ИТЛ, отбыв.: Унжлаг МВД СССР;1
7 лет ИТЛ, отбыв.: Сиблаг, ст.Мариинск;1
7 лет ИТЛ, отбыв.: Унжлаг МВД;1
7 лет ИТЛ, отбыв.: УИТЛК МВД БССР;1
7 лет ИТЛ, отбыв.: Темниковский ИТЛ НКВД;1
7 лет ИТЛ, отбыв.: Темлаг, умер 17.01.1939, в ИТЛ;1
7 лет ИТЛ, отбыв.: Темлаг, освоб. 24.03.1945;1
7 лет ИТЛ, отбыв.: Темлаг;1
7 лет ИТЛ, отбыв.: Сьепной лагерь МВД, ст.Джезказган Карагандинской ж.д.;1
7 лет ИТЛ, отбыв.: Унжлаг;1
7 лет ИТЛ, отбыв.: Печорский ж/д ИТЛ, освоб. 07.08.1954;1
7 лет ИТЛ, отбыв.: Печорлаг, освоб. 30.03.1951;1
7 лет ИТЛ, отбыв.: Печлаг НКВД СССР, освоб. 22.10.1943;1
